id,site_id,title,price,sale_price,currency_id,available_quantity,sold_quantity,buying_mode,listing_type_id,stop_time,condition,permalink,thumbnail,thumbnail_id,accepts_mercadopago,original_price,category_id,official_store_id,domain_id,catalog_product_id,order_backend,use_thumbnail_id,offer_score,offer_share,match_score,winner_item_id,melicoin,seller_id,seller_permalink,seller_registration_date,seller_car_dealer,seller_real_estate_agency,seller_tags,prices_id,prices_prices,prices_presentation,prices_payment_method_prices,prices_reference_prices,prices_purchase_discounts,installments_quantity,installments_amount,installments_rate,installments_currency_id,address_state_id,address_state_name,address_city_id,address_city_name,shipping_free_shipping,shipping_mode,shipping_tags,shipping_logistic_type,shipping_store_pick_up,seller_address_id,seller_address_comment,seller_address_address_line,seller_address_zip_code,seller_address_country,seller_address_state,seller_address_city,seller_address_latitude,seller_address_longitude,NUM_ATTRIBUTEs,BRAND,ITEM_CONDITION,MODEL,num_tags,best_seller_candidate,loyalty_discount_eligible,good_quality_picture
MCO846326610,MCO,Juego De Sala Con Sofacama + Poltrona + Puff + Mesa De Centr,1766900,,COP,50,0,buy_it_now,gold_special,2041-12-25T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-846326610-juego-de-sala-con-sofacama-poltrona-puff-mesa-de-centr-_JM,http://http2.mlstatic.com/D_999523-MCO48711147536_122021-O.jpg,999523-MCO48711147536_122021,True,1859900,MCO166338,1660.0,MCO-LIVING_ROOM_SETS,,11,False,,,,,,471883043,,,False,False,,MCO846326610,"[{'id': '1', 'type': 'standard', 'amount': 1859900, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-12-30T18:22:48Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '2', 'type': 'promotion', 'amount': 1766900, 'regular_amount': 1859900, 'currency_id': 'COP', 'last_updated': '2022-02-01T21:07:17Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2021-01-05T04:30:00Z', 'end_time': '2024-01-01T04:59:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO2298', 'promotion_id': 'MCO2298', 'promotion_type': 'campaign'}}]",{'display_currency': 'COP'},[],[],[],36,49080.56,0,COP,CO-DC,Bogotá D.C.,TUNPQ0NIQTk2OTI1,Chapinero,True,not_specified,[],not_specified,False,,,,,"{'id': 'CO', 'name': 'Colombia'}","{'id': 'CO-DC', 'name': 'Bogotá D.C.'}","{'id': 'TUNPQ0NIQTk2OTI1', 'name': 'Chapinero'}",,,3,Alameda,Nuevo,Sala Sofacama Poltrona y Puff + Mesa de Centro,4,0,1,1
MCO511913823,MCO,Dispensador De Agua Eléctrico Recargable Usb Bomba Universal,17711,,COP,100,500,buy_it_now,gold_special,2041-11-06T18:58:04.000Z,new,https://articulo.mercadolibre.com.co/MCO-511913823-dispensador-de-agua-electrico-recargable-usb-bomba-universal-_JM,http://http2.mlstatic.com/D_770825-MCO31061163047_062019-I.jpg,770825-MCO31061163047_062019,True,19900,MCO412631,,MCO-DRINK_DISPENSERS,,10,True,,,,,,62840024,,,False,False,,MCO511913823,"[{'id': '25', 'type': 'standard', 'amount': 19900, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2022-01-12T16:53:01Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '26', 'type': 'promotion', 'amount': 16915, 'regular_amount': 19900, 'currency_id': 'COP', 'last_updated': '2022-02-03T20:24:55Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-02-03T20:23:55Z', 'end_time': '2022-03-01T04:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'P-MCO4166001', 'promotion_id': 'MCO511913823-7b613cc6-888a-47fb-934d-edda8770566b', 'promotion_type': 'marketplace_campaign', 'discount_meli_amount': 796, 'campaign_discount_percentage': 15, 'campaign_end_date': '2022-03-01T04:00:00Z', 'order_item_price': 17711}}]",{'display_currency': 'COP'},[],[],[],36,491.97,0,COP,CO-DC,Bogotá D.C.,TUNPQ01BUjU5NzU1,Martires,False,me2,['self_service_in'],cross_docking,False,,,,,"{'id': 'CO', 'name': 'Colombia'}","{'id': 'CO-DC', 'name': 'Bogotá D.C.'}","{'id': 'TUNPQ01BUjU5NzU1', 'name': 'Martires'}",,,6,Dispenser,Nuevo,Universal,5,1,0,1
MCO811811341,MCO,Comedor Portofino Beige 4 Sillas,876900,,COP,1,1,buy_it_now,gold_special,2041-09-17T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-811811341-comedor-portofino-beige-4-sillas-_JM,http://http2.mlstatic.com/D_683921-MCO47603110777_092021-O.jpg,683921-MCO47603110777_092021,True,1753900,MCO177108,1471.0,MCO-DINING_SETS,,9,False,,,,,,686352448,,,False,False,,MCO811811341,"[{'id': '10', 'type': 'standard', 'amount': 1168900, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-10-14T17:51:15Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '34', 'type': 'promotion', 'amount': 876900, 'regular_amount': 1753900, 'currency_id': 'COP', 'last_updated': '2022-02-07T23:37:48Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2021-01-05T04:30:00Z', 'end_time': '2024-01-01T04:59:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO2298', 'promotion_id': 'MCO2298', 'promotion_type': 'campaign'}}]",{'display_currency': 'COP'},[],[],[],36,24358.33,0,COP,CO-VAC,Valle Del Cauca,TUNPQ1lVTTE2MGZm,Yumbo,True,not_specified,[],not_specified,False,,,,,"{'id': 'CO', 'name': 'Colombia'}","{'id': 'CO-VAC', 'name': 'Valle Del Cauca'}","{'id': 'TUNPQ1lVTTE2MGZm', 'name': 'Yumbo'}",,,4,RTA Desing,Nuevo,Portofino,4,0,1,1
MCO650734783,MCO,Zapatero Organizador Acomodador Zapatos De Lujo Set X 20 Und,79900,,COP,1,500,buy_it_now,gold_special,2041-09-09T16:23:29.000Z,new,https://articulo.mercadolibre.com.co/MCO-650734783-zapatero-organizador-acomodador-zapatos-de-lujo-set-x-20-und-_JM,http://http2.mlstatic.com/D_619369-MCO47037089395_082021-O.jpg,619369-MCO47037089395_082021,True,107865,MCO419500,,MCO-SHOE_RACKS,,8,False,,,,,,553859191,,,False,False,,MCO650734783,"[{'id': '24', 'type': 'standard', 'amount': 91885, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-11-17T15:21:46Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '76', 'type': 'promotion', 'amount': 79900, 'regular_amount': 107865, 'currency_id': 'COP', 'last_updated': '2022-02-16T17:14:31Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2021-01-05T04:30:00Z', 'end_time': '2024-01-01T04:59:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO2298', 'promotion_id': 'MCO2298', 'promotion_type': 'campaign'}}, {'id': '77', 'type': 'promotion', 'amount': 79021, 'regular_amount': 91885, 'currency_id': 'COP', 'last_updated': '2022-02-16T17:14:31Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-02-20T23:00:00Z', 'end_time': '2022-02-21T05:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'promotion_id': '1631501-MCO650734783', 'promotion_type': 'lightning'}}]",{'display_currency': 'COP'},[],[],[],36,2219.44,0,COP,CO-DC,Bogotá D.C.,TUNPQ1NBTjg4OTk3,San Cristobal Sur,True,me2,"['fulfillment', 'self_service_in', 'mandatory_free_shipping']",fulfillment,False,,,,,"{'id': 'CO', 'name': 'Colombia'}","{'id': 'CO-DC', 'name': 'Bogotá D.C.'}","{'id': 'TUNPQ1NBTjg4OTk3', 'name': 'San Cristobal Sur'}",,,2,,Nuevo,separador calzado plastico,7,1,1,1
MCO612674287,MCO,Bombillo Led Wi-fi (inteligente) Rgb+blanco *google Alexa*,29450,,COP,250,500,buy_it_now,gold_special,2041-07-10T03:19:07.000Z,new,https://articulo.mercadolibre.com.co/MCO-612674287-bombillo-led-wi-fi-inteligente-rgbblanco-google-alexa-_JM,http://http2.mlstatic.com/D_887888-MCO47206868009_082021-O.jpg,887888-MCO47206868009_082021,True,31000,MCO167808,,MCO-LIGHT_BULBS,,7,False,,,,,,730731526,,,False,False,,MCO612674287,"[{'id': '32', 'type': 'standard', 'amount': 31000, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2022-01-09T19:59:39Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '35', 'type': 'promotion', 'amount': 28520, 'regular_amount': 31000, 'currency_id': 'COP', 'last_updated': '2022-02-10T14:07:02Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-02-12T11:00:00Z', 'end_time': '2022-02-12T17:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'promotion_id': '1594136-MCO612674287', 'promotion_type': 'lightning'}}, {'id': '36', 'type': 'promotion', 'amount': 29450, 'regular_amount': 31000, 'currency_id': 'COP', 'last_updated': '2022-02-10T14:07:02Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-01-19T13:30:00Z', 'end_time': '2023-01-01T04:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO3990', 'promotion_id': 'MCO3990', 'promotion_type': 'campaign'}}]",{'display_currency': 'COP'},[],[],[],36,818.06,0,COP,CO-DC,Bogotá D.C.,TUNPQ1NBTjkyOTU1,Santa Fe,False,me2,['self_service_in'],xd_drop_off,False,,,,,"{'id': 'CO', 'name': 'Colombia'}","{'id': 'CO-DC', 'name': 'Bogotá D.C.'}","{'id': 'TUNPQ1NBTjkyOTU1', 'name': 'Santa Fe'}",,,4,IMPORT,Nuevo,RL 9,5,0,1,1
MCO830028155,MCO,Silla De Escritorio Ergonomus Sally  Negra Con Tapizado De Mesh Y Cuero Sintético,367080,,COP,45,53,buy_it_now,gold_pro,2041-11-03T04:00:00.000Z,new,https://www.mercadolibre.com.co/silla-de-escritorio-ergonomus-sally-negra-con-tapizado-de-mesh-y-cuero-sintetico/p/MCO18555632,http://http2.mlstatic.com/D_865004-MLA48009568948_102021-I.jpg,865004-MLA48009568948_102021,True,399900,MCO113544,1568.0,MCO-OFFICE_CHAIRS,MCO18555632,6,True,,,,,,149423072,,,False,False,,MCO830028155,"[{'id': '57', 'type': 'standard', 'amount': 440000, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2022-02-16T20:14:20Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '34', 'type': 'promotion', 'amount': 339900, 'regular_amount': 399900, 'currency_id': 'COP', 'last_updated': '2022-02-16T20:06:07Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-01-31T05:00:00Z', 'end_time': '2022-03-01T04:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'P-MCO4023001', 'promotion_id': 'MCO830028155-6abce964-850d-4ea6-b023-5384c21b8066', 'promotion_type': 'marketplace_campaign', 'discount_meli_amount': 27180, 'campaign_discount_percentage': 15, 'campaign_end_date': '2022-03-01T04:00:00Z', 'order_item_price': 367080}}]",{'display_currency': 'COP'},[],[],[],12,30590.0,0,COP,CO-DC,Bogotá D.C.,TUNPQ0VORzkzMTUz,Engativá,True,me2,"['fulfillment', 'self_service_in', 'mandatory_free_shipping']",fulfillment,False,,,,,"{'id': 'CO', 'name': 'Colombia'}","{'id': 'CO-DC', 'name': 'Bogotá D.C.'}","{'id': 'TUNPQ0VORzkzMTUz', 'name': 'Engativá'}",,,10,Ergonomus,Nuevo,Sally,6,1,1,1
MCO613130133,MCO,Sala De Jardín Brienz,4429900,,COP,1,1,buy_it_now,gold_special,2041-08-14T15:21:09.000Z,new,https://articulo.mercadolibre.com.co/MCO-613130133-sala-de-jardin-brienz-_JM,http://http2.mlstatic.com/D_819454-MCO45306984752_032021-O.jpg,819454-MCO45306984752_032021,True,6644900,MCO441820,1471.0,MCO-PATIO_FURNITURE_SETS,,5,False,,,,,,686352448,,,False,False,,MCO613130133,"[{'id': '12', 'type': 'standard', 'amount': 5442900, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-04-08T00:45:20Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '31', 'type': 'promotion', 'amount': 4354320, 'regular_amount': 5442900, 'currency_id': 'COP', 'last_updated': '2021-12-13T15:37:31Z', 'conditions': {'context_restrictions': ['channel_mshops'], 'start_time': '2021-01-05T04:30:00Z', 'end_time': '2022-02-01T04:59:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'promotion_id': 'INDIVIDUAL-MCO613130133-20210818141604164:MCO613130133', 'promotion_type': 'custom'}}, {'id': '32', 'type': 'promotion', 'amount': 4429900, 'regular_amount': 6644900, 'currency_id': 'COP', 'last_updated': '2021-12-13T15:37:31Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2021-01-05T04:30:00Z', 'end_time': '2024-01-01T04:59:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO2298', 'promotion_id': 'MCO2298', 'promotion_type': 'campaign'}}]",{'display_currency': 'COP'},[],[],[],36,123052.78,0,COP,CO-VAC,Valle Del Cauca,TUNPQ1lVTTE2MGZm,Yumbo,True,not_specified,[],not_specified,False,,,,,"{'id': 'CO', 'name': 'Colombia'}","{'id': 'CO-VAC', 'name': 'Valle Del Cauca'}","{'id': 'TUNPQ1lVTTE2MGZm', 'name': 'Yumbo'}",,,3,RTA DESING,Nuevo,VMOD-111,4,0,1,1
MCO564288693,MCO,Silla Oficina Ergonómica Apoyacabezas Brazos Ajustables,423150,,COP,1,500,buy_it_now,gold_pro,2040-05-24T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-564288693-silla-oficina-ergonomica-apoyacabezas-brazos-ajustables-_JM,http://http2.mlstatic.com/D_986317-MCO41999916333_052020-O.jpg,986317-MCO41999916333_052020,True,423150,MCO113544,1568.0,MCO-OFFICE_CHAIRS,MCO17509439,4,False,,,,,,149423072,,,False,False,,MCO564288693,"[{'id': '36', 'type': 'standard', 'amount': 455000, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-10-27T14:00:01Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '50', 'type': 'promotion', 'amount': 399900, 'regular_amount': 455000, 'currency_id': 'COP', 'last_updated': '2022-01-29T13:37:33Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-01-31T05:00:00Z', 'end_time': '2022-03-01T04:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'P-MCO4023001', 'promotion_id': 'MCO564288693-34fef3ca-81ea-43a1-96cc-172eeabf3207', 'promotion_type': 'marketplace_campaign', 'discount_meli_amount': 23250, 'campaign_discount_percentage': 12.11, 'campaign_end_date': '2022-03-01T04:00:00Z', 'order_item_price': 423150}}]",{'display_currency': 'COP'},[],[],[],12,35262.5,0,COP,CO-DC,Bogotá D.C.,TUNPQ0VORzkzMTUz,Engativá,True,me2,"['fulfillment', 'self_service_in', 'mandatory_free_shipping']",fulfillment,False,,,,,"{'id': 'CO', 'name': 'Colombia'}","{'id': 'CO-DC', 'name': 'Bogotá D.C.'}","{'id': 'TUNPQ0VORzkzMTUz', 'name': 'Engativá'}",,,8,Ergonomus,Nuevo,Praga,7,1,1,1
MCO570455310,MCO,Silla Escritorio Neumática Ecocuero Negro Nueva Envió Gratis,179930,,COP,1,500,buy_it_now,gold_special,2040-07-07T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-570455310-silla-escritorio-neumatica-ecocuero-negro-nueva-envio-gratis-_JM,http://http2.mlstatic.com/D_602961-MCO43637395834_092020-O.jpg,602961-MCO43637395834_092020,True,189400,MCO113544,,MCO-OFFICE_CHAIRS,,3,False,,,,,,549413071,,,False,False,,MCO570455310,"[{'id': '51', 'type': 'standard', 'amount': 189400, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2022-01-30T17:04:45Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '54', 'type': 'promotion', 'amount': 179930, 'regular_amount': 189400, 'currency_id': 'COP', 'last_updated': '2022-02-13T23:07:53Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-02-13T05:00:00Z', 'end_time': '2022-02-20T04:59:59Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'promotion_id': '1611889-MCO570455310', 'promotion_type': 'custom'}}]",{'display_currency': 'COP'},[],[],[],36,4998.06,0,COP,CO-DC,Bogotá D.C.,TUNPQ0VORzkzMTUz,Engativá,True,me2,['mandatory_free_shipping'],cross_docking,False,,,,,"{'id': 'CO', 'name': 'Colombia'}","{'id': 'CO-DC', 'name': 'Bogotá D.C.'}","{'id': 'TUNPQ0VORzkzMTUz', 'name': 'Engativá'}",,,6,Home D,Nuevo,HC-127,6,1,1,1
MCO559454194,MCO,Afilador De Cuchillos Acero Mango Antideslizante Pro,17940,,COP,250,500,buy_it_now,gold_pro,2040-04-16T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-559454194-afilador-de-cuchillos-acero-mango-antideslizante-pro-_JM,http://http2.mlstatic.com/D_787823-MCO48752242230_012022-O.jpg,787823-MCO48752242230_012022,True,19500,MCO116374,,MCO-KITCHEN_KNIVES,,2,False,,,,,,234566877,,,False,False,,MCO559454194,"[{'id': '51', 'type': 'standard', 'amount': 19500, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-11-24T20:29:41Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '75', 'type': 'promotion', 'amount': 17940, 'regular_amount': 19500, 'currency_id': 'COP', 'last_updated': '2022-02-14T15:26:44Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-01-19T13:30:00Z', 'end_time': '2023-01-01T04:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO3990', 'promotion_id': 'MCO3990', 'promotion_type': 'campaign'}}, {'id': '76', 'type': 'promotion', 'amount': 17355, 'regular_amount': 19500, 'currency_id': 'COP', 'last_updated': '2022-02-14T15:26:44Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-02-18T11:00:00Z', 'end_time': '2022-02-18T17:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'promotion_id': '1615755-MCO559454194', 'promotion_type': 'lightning'}}]",{'display_currency': 'COP'},[],[],[],12,1495.0,0,COP,CO-RIS,Risaralda,TUNPQ1BFUmMwMjJk,Pereira,False,me2,[],drop_off,False,,,,,"{'id': 'CO', 'name': 'Colombia'}","{'id': 'CO-RIS', 'name': 'Risaralda'}","{'id': 'TUNPQ1BFUmMwMjJk', 'name': 'Pereira'}",,,7,portal del hogar,Nuevo,afilador de cuchillos,6,1,1,1
MCO613095552,MCO,Juego De Sala Para Exterior,4774900,,COP,1,0,buy_it_now,gold_special,2041-08-14T15:21:14.000Z,new,https://articulo.mercadolibre.com.co/MCO-613095552-juego-de-sala-para-exterior-_JM,http://http2.mlstatic.com/D_790950-MCO45335156086_032021-O.jpg,790950-MCO45335156086_032021,True,7162900,MCO166338,1471.0,MCO-LIVING_ROOM_SETS,,1,False,,,,,,686352448,,,False,False,,MCO613095552,"[{'id': '12', 'type': 'standard', 'amount': 5866900, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-04-08T00:38:52Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '24', 'type': 'promotion', 'amount': 4774900, 'regular_amount': 7162900, 'currency_id': 'COP', 'last_updated': '2021-12-13T15:37:44Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2021-01-05T04:30:00Z', 'end_time': '2024-01-01T04:59:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO2298', 'promotion_id': 'MCO2298', 'promotion_type': 'campaign'}}]",{'display_currency': 'COP'},[],[],[],36,132636.11,0,COP,CO-VAC,Valle Del Cauca,TUNPQ1lVTTE2MGZm,Yumbo,True,not_specified,[],not_specified,False,,,,,"{'id': 'CO', 'name': 'Colombia'}","{'id': 'CO-VAC', 'name': 'Valle Del Cauca'}","{'id': 'TUNPQ1lVTTE2MGZm', 'name': 'Yumbo'}",,,3,RTA DESING,Nuevo,VMOD-102,4,0,1,1
MCO516195191,MCO,Olla A Presión Acero 7litros Talent Master 7114000584,339915,,COP,1,500,buy_it_now,gold_pro,2041-12-25T16:52:04.000Z,new,https://articulo.mercadolibre.com.co/MCO-516195191-olla-a-presion-acero-7litros-talent-master-7114000584-_JM,http://http2.mlstatic.com/D_866774-MCO32609174458_102019-O.jpg,866774-MCO32609174458_102019,True,339915,MCO166146,608.0,MCO-KITCHEN_POTS,,50,False,,,,,,348553437,,,False,False,,MCO516195191,"[{'id': '63', 'type': 'standard', 'amount': 399900, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2022-01-14T21:08:21Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '65', 'type': 'promotion', 'amount': 324900, 'regular_amount': 399900, 'currency_id': 'COP', 'last_updated': '2022-01-28T23:05:39Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-01-31T05:00:00Z', 'end_time': '2022-03-01T04:00:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'P-MCO4023001', 'promotion_id': 'MCO516195191-9fa48309-49c5-486e-a219-cbe0b0a75fed', 'promotion_type': 'marketplace_campaign', 'discount_meli_amount': 15015, 'campaign_discount_percentage': 18.75, 'campaign_end_date': '2022-03-01T04:00:00Z', 'order_item_price': 339915}}]",{'display_currency': 'COP'},[],[],[],12,28326.25,0,COP,CO-ANT,Antioquia,TUNPQ1JJTzNmYmVk,Rionegro,True,me2,['mandatory_free_shipping'],cross_docking,False,,,,,"{'id': 'CO', 'name': 'Colombia'}","{'id': 'CO-ANT', 'name': 'Antioquia'}","{'id': 'TUNPQ1JJTzNmYmVk', 'name': 'Rionegro'}",,,6,Groupeseb Andean,Nuevo,P3530832,6,1,1,1
MCO613095798,MCO,Comedor De Jardin Tour,4601900,,COP,1,0,buy_it_now,gold_special,2041-08-14T15:21:08.000Z,new,https://articulo.mercadolibre.com.co/MCO-613095798-comedor-de-jardin-tour-_JM,http://http2.mlstatic.com/D_609553-MCO45303455159_032021-O.jpg,609553-MCO45303455159_032021,True,6902900,MCO441820,1471.0,MCO-PATIO_FURNITURE_SETS,,49,False,,,,,,686352448,,,False,False,,MCO613095798,"[{'id': '12', 'type': 'standard', 'amount': 5654900, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-04-08T00:41:15Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '25', 'type': 'promotion', 'amount': 4601900, 'regular_amount': 6902900, 'currency_id': 'COP', 'last_updated': '2021-12-13T15:37:36Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2021-01-05T04:30:00Z', 'end_time': '2024-01-01T04:59:00Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'campaign_id': 'MCO2298', 'promotion_id': 'MCO2298', 'promotion_type': 'campaign'}}]",{'display_currency': 'COP'},[],[],[],36,127830.56,0,COP,CO-VAC,Valle Del Cauca,TUNPQ1lVTTE2MGZm,Yumbo,True,not_specified,[],not_specified,False,,,,,"{'id': 'CO', 'name': 'Colombia'}","{'id': 'CO-VAC', 'name': 'Valle Del Cauca'}","{'id': 'TUNPQ1lVTTE2MGZm', 'name': 'Yumbo'}",,,3,RTA DESING,Nuevo,VMOD-105,4,0,1,1
MCO542238879,MCO,Lampara Led 36w Sobreponer Antipolvo ,16150,,COP,500,500,buy_it_now,gold_special,2039-11-13T04:00:00.000Z,new,https://articulo.mercadolibre.com.co/MCO-542238879-lampara-led-36w-sobreponer-antipolvo-_JM,http://http2.mlstatic.com/D_762677-MCO49128896323_022022-O.jpg,762677-MCO49128896323_022022,True,17000,MCO167808,,MCO-LIGHT_BULBS,,48,False,,,,,,245618447,,,False,False,,MCO542238879,"[{'id': '1', 'type': 'standard', 'amount': 17000, 'regular_amount': None, 'currency_id': 'COP', 'last_updated': '2021-01-29T13:47:12Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}, {'id': '3', 'type': 'promotion', 'amount': 16150, 'regular_amount': 17000, 'currency_id': 'COP', 'last_updated': '2022-02-15T14:46:30Z', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-02-15T05:00:00Z', 'end_time': '2022-02-22T04:59:59Z', 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {'promotion_id': '1621198-MCO542238879', 'promotion_type': 'custom'}}]",{'display_currency': 'COP'},[],[],[],36,448.61,0,COP,CO-DC,Bogotá D.C.,TUNPQ1NBTjkyOTU1,Santa Fe,False,me2,[],cross_docking,False,,,,,"{'id': 'CO', 'name': 'Colombia'}","{'id': 'CO-DC', 'name': 'Bogotá D.C.'}","{'id': 'TUNPQ1NBTjkyOTU1', 'name': 'Santa Fe'}",,,4,BIGLED,Nuevo,18WSPLAMP,6,1,1,0
